,name_last,dob,year,month,day,trimestre,Deporte
11799,Al Saygh,19960212,1996,2,12,1,Tenis
16962,Michnev,19890803,1989,8,3,3,Tenis
17328,Mendoza,19960529,1996,5,29,2,Tenis
17330,Lee,19980529,1998,5,29,2,Tenis
17331,Wagner,19951025,1995,10,25,4,Tenis
17332,Oravec,19950410,1995,4,10,2,Tenis
17333,Ilkel,19950821,1995,8,21,3,Tenis
17334,Jasika,19970518,1997,5,18,2,Tenis
17335,Bourchier,19960124,1996,1,24,1,Tenis
17337,Polmans,19970502,1997,5,2,2,Tenis
17338,Santillan,19970522,1997,5,22,2,Tenis
17339,Woerner,19960823,1996,8,23,3,Tenis
17340,Maruscak,19950117,1995,1,17,1,Tenis
17341,Ilic,19950310,1995,3,10,1,Tenis
17342,Chrysochos,19960408,1996,4,8,2,Tenis
18539,Garcia De Quevedo Vachez,19870119,1987,1,19,1,Tenis
18608,Araiza Davalos,19860107,1986,1,7,1,Tenis
18659,Rolston,19870330,1987,3,30,1,Tenis
18738,Ribeiro,19860319,1986,3,19,1,Tenis
18759,De La Torre,19860120,1986,1,20,1,Tenis
18847,Timu,19860424,1986,4,24,2,Tenis
18853,Zahri,19860505,1986,5,5,2,Tenis
18867,Rodriguez Garza,19860505,1986,5,5,2,Tenis
18904,Gutierrez Perez,19860614,1986,6,14,2,Tenis
18909,Beltrami,19860607,1986,6,7,2,Tenis
18914,Smith,19861225,1986,12,25,4,Tenis
18917,Nakagomi,19860828,1986,8,28,3,Tenis
18918,Katsigiannakis,19860824,1986,8,24,3,Tenis
18920,Gichie,19860216,1986,2,16,1,Tenis
18928,Li,19860314,1986,3,14,1,Tenis
18951,Berruti,19870607,1987,6,7,2,Tenis
18994,Goulet,19860402,1986,4,2,2,Tenis
18996,Mamedkuliyev,19870830,1987,8,30,3,Tenis
19017,Ptukhin,19860320,1986,3,20,1,Tenis
19021,Montesinos Perales,19860204,1986,2,4,1,Tenis
19027,Galvez,19880129,1988,1,29,1,Tenis
19036,Rodighiero,19860818,1986,8,18,3,Tenis
19037,Arango,19871116,1987,11,16,4,Tenis
19056,Ocampo,19861214,1986,12,14,4,Tenis
19098,Villacampa Roses,19860215,1986,2,15,1,Tenis
19099,Marsoun,19860207,1986,2,7,1,Tenis
19109,Gallo,19880308,1988,3,8,1,Tenis
19117,Blocker,19860129,1986,1,29,1,Tenis
19125,Prajoga,19871008,1987,10,8,4,Tenis
19190,Nikolenko,19860408,1986,4,8,2,Tenis
19200,Bozovic,19870223,1987,2,23,1,Tenis
19206,Gallego Betancor,19880826,1988,8,26,3,Tenis
19213,Driu Paltineanu,19871222,1987,12,22,4,Tenis
19225,Ivanov,19871219,1987,12,19,4,Tenis
19227,Janjic,19860221,1986,2,21,1,Tenis
19236,Stec,19860609,1986,6,9,2,Tenis
19238,Harutyunyan,19860220,1986,2,20,1,Tenis
19242,Ruiz Mata,19860107,1986,1,7,1,Tenis
19246,Maravic,19860109,1986,1,9,1,Tenis
19261,Al Thawadi,19860216,1986,2,16,1,Tenis
19262,Abdul Nabi,19870524,1987,5,24,2,Tenis
19289,Romano,19860820,1986,8,20,3,Tenis
19298,Velilla Jerez,19870921,1987,9,21,3,Tenis
19302,Serrano Gamez,19860422,1986,4,22,2,Tenis
19308,Stewart,19880625,1988,6,25,2,Tenis
19324,Caliciu,19870619,1987,6,19,2,Tenis
19340,Weideman,19860329,1986,3,29,1,Tenis
19366,Mateasko,19880418,1988,4,18,2,Tenis
19380,Van Der Vaart,19870205,1987,2,5,1,Tenis
19391,Natali,19870408,1987,4,8,2,Tenis
19397,Davalga,19861205,1986,12,5,4,Tenis
19402,Bolanos Salvador,19860225,1986,2,25,1,Tenis
19403,Azcurra,19860116,1986,1,16,1,Tenis
19414,Khrushchev,19860206,1986,2,6,1,Tenis
19424,Savi,19870516,1987,5,16,2,Tenis
19427,Parente,19860603,1986,6,3,2,Tenis
19442,Purnomo,19870321,1987,3,21,1,Tenis
19450,Saringulyan,19860913,1986,9,13,3,Tenis
19452,Emmanuel,19880125,1988,1,25,1,Tenis
19455,Rupasinghe,19870729,1987,7,29,3,Tenis
19456,Wijemanne,19870727,1987,7,27,3,Tenis
19457,Lim,19890804,1989,8,4,3,Tenis
19458,Sivendran,19880326,1988,3,26,1,Tenis
19468,Palli,19861008,1986,10,8,4,Tenis
19494,Mensah,19881215,1988,12,15,4,Tenis
19507,Conchell,19860707,1986,7,7,3,Tenis
19510,Montalbetti,19860531,1986,5,31,2,Tenis
19516,Roelant,19860211,1986,2,11,1,Tenis
19520,Guaita Pais,19870326,1987,3,26,1,Tenis
19524,Taracido Loureiro,19870619,1987,6,19,2,Tenis
19540,Vargas,19890531,1989,5,31,2,Tenis
19556,Rovira,19890124,1989,1,24,1,Tenis
19567,Zapletal,19860918,1986,9,18,3,Tenis
19572,Sanchez Martinez,19890204,1989,2,4,1,Tenis
19580,De Villiers,19890905,1989,9,5,3,Tenis
19581,Pongkunsub,19860222,1986,2,22,1,Tenis
19586,Rincon Vazquez,19860831,1986,8,31,3,Tenis
19592,Makharia,19861212,1986,12,12,4,Tenis
19594,Stark,19870326,1987,3,26,1,Tenis
19598,Nortey,19880319,1988,3,19,1,Tenis
19602,Tsyrenov,19870201,1987,2,1,1,Tenis
19617,Acevedo,19860627,1986,6,27,2,Tenis
19618,Pelaez Herrera,19881002,1988,10,2,4,Tenis
19622,Pricone,19880612,1988,6,12,2,Tenis
19625,Pirozzi,19860401,1986,4,1,2,Tenis
19630,Zacchia,19861104,1986,11,4,4,Tenis
19632,Alviano,19860327,1986,3,27,1,Tenis
19638,Navratil,19880711,1988,7,11,3,Tenis
19647,Teraz,19880522,1988,5,22,2,Tenis
19649,Svigelj,19861114,1986,11,14,4,Tenis
19655,Kustudija,19860122,1986,1,22,1,Tenis
19656,Remedi,19880727,1988,7,27,3,Tenis
19660,Fox,19870518,1987,5,18,2,Tenis
19675,Unsal,19860522,1986,5,22,2,Tenis
19681,Terrera,19880215,1988,2,15,1,Tenis
19685,Cressoni,19870108,1987,1,8,1,Tenis
19689,Huang,19870214,1987,2,14,1,Tenis
19713,Yassine,19880827,1988,8,27,3,Tenis
19731,Jouini,19910124,1991,1,24,1,Tenis
19739,Bolic,19880828,1988,8,28,3,Tenis
19746,Lasry,19890818,1989,8,18,3,Tenis
19753,Klein,19860113,1986,1,13,1,Tenis
19761,Rodriguez Garza,19890621,1989,6,21,2,Tenis
19767,Loza,19870914,1987,9,14,3,Tenis
19781,Mouline,19870621,1987,6,21,2,Tenis
19791,Campillo Alonso,19860105,1986,1,5,1,Tenis
19805,Alfs,19860314,1986,3,14,1,Tenis
19808,Koniarski,19860407,1986,4,7,2,Tenis
19811,Treschnitzer,19860214,1986,2,14,1,Tenis
19812,Kovacic,19860405,1986,4,5,2,Tenis
19820,Zawadzki,19861225,1986,12,25,4,Tenis
19823,Raca,19870907,1987,9,7,3,Tenis
19826,Vrcelj,19870109,1987,1,9,1,Tenis
19830,Novikov,19880322,1988,3,22,1,Tenis
19833,Stryhas,19870818,1987,8,18,3,Tenis
19834,Charnushin,19860616,1986,6,16,2,Tenis
19835,Zoutendijk,19860430,1986,4,30,2,Tenis
19837,Storhas,19870620,1987,6,20,2,Tenis
19844,Maric,19861015,1986,10,15,4,Tenis
19845,Szymanski,19871016,1987,10,16,4,Tenis
19852,Enescu,19890120,1989,1,20,1,Tenis
19856,Rachev,19870417,1987,4,17,2,Tenis
19860,Budrikis,19880613,1988,6,13,2,Tenis
19865,Bettini,19861012,1986,10,12,4,Tenis
19866,Kalaitzis,19870801,1987,8,1,3,Tenis
19880,Lema,19880507,1988,5,7,2,Tenis
19884,Sventitsky,19881130,1988,11,30,4,Tenis
19885,Paulenka,19870206,1987,2,6,1,Tenis
19886,Malobicky,19870123,1987,1,23,1,Tenis
19901,Cheema,19860424,1986,4,24,2,Tenis
19910,Zanotelli,19900123,1990,1,23,1,Tenis
19913,Nascimento,19860220,1986,2,20,1,Tenis
19917,Hajiyev,19870924,1987,9,24,3,Tenis
19932,Van Haelen,19870223,1987,2,23,1,Tenis
19933,Balsiukas,19870113,1987,1,13,1,Tenis
19947,Seleke,19860325,1986,3,25,1,Tenis
19955,Migogo,19880506,1988,5,6,2,Tenis
19961,Romano,19900415,1990,4,15,2,Tenis
19962,Rojas,19900425,1990,4,25,2,Tenis
19966,Medrano,19871220,1987,12,20,4,Tenis
19967,Santa,19901222,1990,12,22,4,Tenis
19968,Salazar,19900929,1990,9,29,3,Tenis
19973,Sharma,19890730,1989,7,30,3,Tenis
19980,De La Pena,19900203,1990,2,3,1,Tenis
19985,Nedel,19871124,1987,11,24,4,Tenis
19988,Licata,19890725,1989,7,25,3,Tenis
19994,Acuna Gerard,19901113,1990,11,13,4,Tenis
20003,Bianchini,19860405,1986,4,5,2,Tenis
20004,Molina De La Rosa,19890825,1989,8,25,3,Tenis
20010,Laalej,19870419,1987,4,19,2,Tenis
20012,Yin,19860820,1986,8,20,3,Tenis
20023,Di Falco,19861224,1986,12,24,4,Tenis
20033,Jonasson,19890828,1989,8,28,3,Tenis
20039,Choi,19860210,1986,2,10,1,Tenis
20051,Garcia,19900419,1990,4,19,2,Tenis
20052,Rojas Maldonado,19880227,1988,2,27,1,Tenis
20057,Robles Torralba,19870224,1987,2,24,1,Tenis
20059,Bishop,19870812,1987,8,12,3,Tenis
20066,Konigsfeldt,19870510,1987,5,10,2,Tenis
20072,Compagnucci,19860521,1986,5,21,2,Tenis
20077,Juric,19870216,1987,2,16,1,Tenis
20078,Galic,19870819,1987,8,19,3,Tenis
20080,Marinescu,19880802,1988,8,2,3,Tenis
20084,Spasojevic,19870622,1987,6,22,2,Tenis
20085,Andreescu,19890810,1989,8,10,3,Tenis
20086,Sekula,19880123,1988,1,23,1,Tenis
20089,Pralica,19871130,1987,11,30,4,Tenis
20097,Pazman,19860917,1986,9,17,3,Tenis
20098,Joitoiu,19880823,1988,8,23,3,Tenis
20100,Keyser,19871127,1987,11,27,4,Tenis
20101,Bonin,19900417,1990,4,17,2,Tenis
20104,Ochoa Collado,19860312,1986,3,12,1,Tenis
20108,Tarpov,19881124,1988,11,24,4,Tenis
20113,Labudovik,19870709,1987,7,9,3,Tenis
20114,Zdravkin,19890109,1989,1,9,1,Tenis
20116,Patapau,19860912,1986,9,12,3,Tenis
20120,Spierenburg,19860720,1986,7,20,3,Tenis
20121,Grecea,19870614,1987,6,14,2,Tenis
20126,Leonte,19880624,1988,6,24,2,Tenis
20130,Conradi,19870107,1987,1,7,1,Tenis
20137,Benedicti,19880924,1988,9,24,3,Tenis
20152,Gupta,19881127,1988,11,27,4,Tenis
20158,Oliveira,19880414,1988,4,14,2,Tenis
20162,Derbel,19890625,1989,6,25,2,Tenis
20163,Rodriguez,19880422,1988,4,22,2,Tenis
20168,Tuong,19890119,1989,1,19,1,Tenis
20169,Bolona,19910130,1991,1,30,1,Tenis
20171,Bernay,19860815,1986,8,15,3,Tenis
20172,Tan,19870515,1987,5,15,2,Tenis
20185,Robles,19900822,1990,8,22,3,Tenis
20187,Pavan Uscanga,19890807,1989,8,7,3,Tenis
20196,Blank,19890325,1989,3,25,1,Tenis
20197,Castello Brunet,19871209,1987,12,9,4,Tenis
20201,Pongsathien,19880110,1988,1,10,1,Tenis
20219,Rua,19880110,1988,1,10,1,Tenis
20221,Quijada,19900509,1990,5,9,2,Tenis
20223,Marquez,19910512,1991,5,12,2,Tenis
20227,Sheet,19860920,1986,9,20,3,Tenis
20235,Sanchez Patino,19900628,1990,6,28,2,Tenis
20237,Wernet,19880208,1988,2,8,1,Tenis
20238,Vodislav,19901023,1990,10,23,4,Tenis
20239,Volpini,19890629,1989,6,29,2,Tenis
20241,Bley,19880315,1988,3,15,1,Tenis
20245,Opmanis,19900303,1990,3,3,1,Tenis
20246,Veskimagi,19870130,1987,1,30,1,Tenis
20250,Bendheim,19870324,1987,3,24,1,Tenis
20256,Weihs,19880902,1988,9,2,3,Tenis
20261,Holzen,19870111,1987,1,11,1,Tenis
20262,Marevic,19890111,1989,1,11,1,Tenis
20264,Kostic,19860406,1986,4,6,2,Tenis
20265,Frank,19891012,1989,10,12,4,Tenis
20267,Guler,19891006,1989,10,6,4,Tenis
20269,Paar,19890507,1989,5,7,2,Tenis
20270,Shvetsov,19870902,1987,9,2,3,Tenis
20275,Shishkov,19880323,1988,3,23,1,Tenis
20279,Montoisy,19870529,1987,5,29,2,Tenis
20284,Horny,19880714,1988,7,14,3,Tenis
20285,Strunnikov,19890208,1989,2,8,1,Tenis
20287,Poljancic,19880601,1988,6,1,2,Tenis
20292,Penades Sanz,19871109,1987,11,9,4,Tenis
20294,Tanase,19891225,1989,12,25,4,Tenis
20302,Jackson,19870914,1987,9,14,3,Tenis
20307,Wijdenbosch,19860627,1986,6,27,2,Tenis
20311,Iliev,19890825,1989,8,25,3,Tenis
20320,Gamarci,19880715,1988,7,15,3,Tenis
20324,Franek,19881122,1988,11,22,4,Tenis
20327,Costa,19890103,1989,1,3,1,Tenis
20330,Victolo Pereira,19871105,1987,11,5,4,Tenis
20333,Longhi,19870214,1987,2,14,1,Tenis
20336,Sinitsyn,19870826,1987,8,26,3,Tenis
20345,Owusu,19890805,1989,8,5,3,Tenis
20346,Kpodo,19880312,1988,3,12,1,Tenis
20348,Ribeiro,19890712,1989,7,12,3,Tenis
20352,Yitzhaki,19880805,1988,8,5,3,Tenis
20361,Brisighello,19890330,1989,3,30,1,Tenis
20364,Castanhel Filho,19890312,1989,3,12,1,Tenis
20370,Ovallez,19890327,1989,3,27,1,Tenis
20373,Ferraez,19920107,1992,1,7,1,Tenis
20379,Thamri,19890521,1989,5,21,2,Tenis
20390,Reynoso,19890330,1989,3,30,1,Tenis
20391,Garufi,19860618,1986,6,18,2,Tenis
20392,Castello Branco,19860515,1986,5,15,2,Tenis
20396,Lopasso,19900921,1990,9,21,3,Tenis
20401,Maden,19891028,1989,10,28,4,Tenis
20404,Wolfer,19891025,1989,10,25,4,Tenis
20408,Sanchez Rello,19900226,1990,2,26,1,Tenis
20422,Mezzour,19871114,1987,11,14,4,Tenis
20425,Di Gaetano,19890814,1989,8,14,3,Tenis
20427,Ruppin,19881002,1988,10,2,4,Tenis
20432,Fanselow,19890707,1989,7,7,3,Tenis
20436,Nilsson,19871018,1987,10,18,4,Tenis
20441,Gruber,19891107,1989,11,7,4,Tenis
20442,Winderickx,19860803,1986,8,3,3,Tenis
20445,Celik,19890414,1989,4,14,2,Tenis
20447,Stakheev,19860618,1986,6,18,2,Tenis
20457,Goritzka,19900216,1990,2,16,1,Tenis
20458,Klimenka,19890412,1989,4,12,2,Tenis
20465,Neykov,19910715,1991,7,15,3,Tenis
20467,Milovanovic,19880319,1988,3,19,1,Tenis
20468,Miljevic,19880904,1988,9,4,3,Tenis
20471,Bilankov,19871111,1987,11,11,4,Tenis
20473,Wimmer,19860923,1986,9,23,3,Tenis
20475,Catala Velasco,19890129,1989,1,29,1,Tenis
20477,Zibrat,19871012,1987,10,12,4,Tenis
20479,Trukshanin,19890214,1989,2,14,1,Tenis
20485,Harbo,19870116,1987,1,16,1,Tenis
20493,Illodo Lado,19881115,1988,11,15,4,Tenis
20498,Cimmino,19890118,1989,1,18,1,Tenis
20501,Sanges,19920523,1992,5,23,2,Tenis
20507,Ottolini,19890627,1989,6,27,2,Tenis
20515,Eikeri,19870331,1987,3,31,1,Tenis
20519,Barclay,19900906,1990,9,6,3,Tenis
20522,Suzuki,19910803,1991,8,3,3,Tenis
20523,Pavlicek,19860511,1986,5,11,2,Tenis
20529,Castro,19890513,1989,5,13,2,Tenis
20530,Almeida,19881124,1988,11,24,4,Tenis
20532,Moon,19880531,1988,5,31,2,Tenis
20541,Bril,19890309,1989,3,9,1,Tenis
20542,Shelyakin,19880708,1988,7,8,3,Tenis
20545,Garriga Rivero,19890718,1989,7,18,3,Tenis
20552,Shirinov,19870301,1987,3,1,1,Tenis
20553,Marquart,19910204,1991,2,4,1,Tenis
20557,Benchetrit,19870312,1987,3,12,1,Tenis
20558,Arganaras,19880720,1988,7,20,3,Tenis
20562,Sangwan,19910120,1991,1,20,1,Tenis
20566,Hajaj,19900308,1990,3,8,1,Tenis
20567,Al Bitar,19930321,1993,3,21,1,Tenis
20568,Abdul Mohsen,19920824,1992,8,24,3,Tenis
20569,Morales,19870429,1987,4,29,2,Tenis
20570,Guillen,19910129,1991,1,29,1,Tenis
20571,Gonzalez,19910510,1991,5,10,2,Tenis
20578,Ben Osman,19870118,1987,1,18,1,Tenis
20581,Musat,19891020,1989,10,20,4,Tenis
20585,Stane,19870520,1987,5,20,2,Tenis
20587,Pradella,19900718,1990,7,18,3,Tenis
20588,Lageder,19870119,1987,1,19,1,Tenis
20596,Daraban,19890624,1989,6,24,2,Tenis
20601,Voigt,19900205,1990,2,5,1,Tenis
20608,Krammer,19880322,1988,3,22,1,Tenis
20612,Zeller,19870711,1987,7,11,3,Tenis
20613,Borkowski,19871005,1987,10,5,4,Tenis
20615,Lazic,19910127,1991,1,27,1,Tenis
20618,Horsky,19880315,1988,3,15,1,Tenis
20622,Jukopila,19891227,1989,12,27,4,Tenis
20623,Tahirovic,19900710,1990,7,10,3,Tenis
20625,Mak,19890802,1989,8,2,3,Tenis
20627,Vlasenko,19861214,1986,12,14,4,Tenis
20629,Simson,19860827,1986,8,27,3,Tenis
20631,Copil,19890715,1989,7,15,3,Tenis
20637,Cizek,19900501,1990,5,1,2,Tenis
20638,Toman,19890905,1989,9,5,3,Tenis
20639,Kaucic,19910815,1991,8,15,3,Tenis
20640,Blazun,19900313,1990,3,13,1,Tenis
20641,Repina,19870414,1987,4,14,2,Tenis
20642,Baralic,19881002,1988,10,2,4,Tenis
20643,Groenendaal,19890414,1989,4,14,2,Tenis
20645,Schindler,19891013,1989,10,13,4,Tenis
20647,Mokrzycki,19881221,1988,12,21,4,Tenis
20649,Salopek,19880509,1988,5,9,2,Tenis
20650,Zaninovic,19870620,1987,6,20,2,Tenis
20655,Dshandshgava,19890928,1989,9,28,3,Tenis
20660,Aliti,19910328,1991,3,28,1,Tenis
20662,Perel,19910105,1991,1,5,1,Tenis
20667,Bruno,19890114,1989,1,14,1,Tenis
20671,Matsulenko,19861108,1986,11,8,4,Tenis
20674,Hamdy,19891222,1989,12,22,4,Tenis
20675,El Esawy,19900719,1990,7,19,3,Tenis
20676,Ezzat,19880609,1988,6,9,2,Tenis
20677,Alapati,19880606,1988,6,6,2,Tenis
20678,Singh,19890522,1989,5,22,2,Tenis
20688,Ichkov,19880604,1988,6,4,2,Tenis
20690,Seminara,19910117,1991,1,17,1,Tenis
20691,Onciu,19870129,1987,1,29,1,Tenis
20692,Assuncao,19900507,1990,5,7,2,Tenis
20697,Pfister,19891017,1989,10,17,4,Tenis
20700,Pizzi,19890530,1989,5,30,2,Tenis
20701,Marrack,19890205,1989,2,5,1,Tenis
20713,Bracho,19890208,1989,2,8,1,Tenis
20714,Mina,19890503,1989,5,3,2,Tenis
20725,Arce,19890405,1989,4,5,2,Tenis
20726,Nicol,19900410,1990,4,10,2,Tenis
20727,Radev,19920515,1992,5,15,2,Tenis
20728,Lapentti,19900817,1990,8,17,3,Tenis
20739,Bothe,19890705,1989,7,5,3,Tenis
20750,Price,19910816,1991,8,16,3,Tenis
20751,Dujovne,19900324,1990,3,24,1,Tenis
20754,Norambuena Cox,19890225,1989,2,25,1,Tenis
20756,Sanchez Ortega,19900303,1990,3,3,1,Tenis
20757,Raza,19891011,1989,10,11,4,Tenis
20760,Raza,19930818,1993,8,18,3,Tenis
20761,Seo,19900616,1990,6,16,2,Tenis
20770,Yu,19880120,1988,1,20,1,Tenis
20773,Verdugo,19870105,1987,1,5,1,Tenis
20778,Gutierrez Pliego,19900714,1990,7,14,3,Tenis
20785,Osuna Galvez,19900801,1990,8,1,3,Tenis
20787,Mestan,19860718,1986,7,18,3,Tenis
20797,Paez,19910107,1991,1,7,1,Tenis
20798,Cavalcanti,19910620,1991,6,20,2,Tenis
20802,Mohammadi,19911116,1991,11,16,4,Tenis
20803,Saber,19920522,1992,5,22,2,Tenis
20806,Wolfson,19890604,1989,6,4,2,Tenis
20807,Robinson,19880311,1988,3,11,1,Tenis
20819,Muzalewski,19880725,1988,7,25,3,Tenis
20830,Cohen,19900313,1990,3,13,1,Tenis
20832,Oquendo,19890121,1989,1,21,1,Tenis
20840,Al Haji,19900125,1990,1,25,1,Tenis
20844,Roshardt,19901003,1990,10,3,4,Tenis
20846,Abbondanzieri,19890408,1989,4,8,2,Tenis
20847,Closa Puncernau,19880912,1988,9,12,3,Tenis
20855,De Bruin,19880319,1988,3,19,1,Tenis
20862,Pechir,19910801,1991,8,1,3,Tenis
20863,Carbonell,19910215,1991,2,15,1,Tenis
20865,Supan,19910504,1991,5,4,2,Tenis
20867,Guerrero Pancorbo,19900424,1990,4,24,2,Tenis
20870,Gery,19900817,1990,8,17,3,Tenis
20876,Baimakhanov,19940221,1994,2,21,1,Tenis
20877,Reddy,19900131,1990,1,31,1,Tenis
20878,Avellan,19880914,1988,9,14,3,Tenis
20879,Maslov,19900330,1990,3,30,1,Tenis
20883,Florez Cohen,19860721,1986,7,21,3,Tenis
20888,Dimitrov,19900423,1990,4,23,2,Tenis
20889,Batyi,19910413,1991,4,13,2,Tenis
20890,Kubicka,19900129,1990,1,29,1,Tenis
20892,Major,19880217,1988,2,17,1,Tenis
20896,Cirla,19900317,1990,3,17,1,Tenis
20897,Markov,19890906,1989,9,6,3,Tenis
20898,Vuckovic,19860316,1986,3,16,1,Tenis
20900,Chmelik,19890928,1989,9,28,3,Tenis
20902,Zucchini,19861218,1986,12,18,4,Tenis
20906,Kovacic,19900116,1990,1,16,1,Tenis
20908,Zajsek,19880128,1988,1,28,1,Tenis
20911,Grigorita,19911220,1991,12,20,4,Tenis
20913,Phillips,19880802,1988,8,2,3,Tenis
20916,Di Giovanni,19871225,1987,12,25,4,Tenis
20918,Chylinski,19911010,1991,10,10,4,Tenis
20919,Mularczyk,19910729,1991,7,29,3,Tenis
20922,Zarco,19860618,1986,6,18,2,Tenis
20924,Johansson,19870511,1987,5,11,2,Tenis
20928,Milic,19890919,1989,9,19,3,Tenis
20929,Levanovich,19901105,1990,11,5,4,Tenis
20936,Stefan,19910704,1991,7,4,3,Tenis
20942,Bjerke,19890907,1989,9,7,3,Tenis
20943,Tasic,19910310,1991,3,10,1,Tenis
20951,Santana,19900919,1990,9,19,3,Tenis
20953,Costa,19930427,1993,4,27,2,Tenis
20956,Tsuchiya,19890804,1989,8,4,3,Tenis
20957,Bustamante,19890322,1989,3,22,1,Tenis
20959,Bendeck,19901224,1990,12,24,4,Tenis
20972,Golia,19910816,1991,8,16,3,Tenis
20977,Yoshii,19880525,1988,5,25,2,Tenis
20980,Tomisaki,19890110,1989,1,10,1,Tenis
20982,Ali,19880917,1988,9,17,3,Tenis
20984,Malak,19920802,1992,8,2,3,Tenis
20985,Al Nokaly,19860703,1986,7,3,3,Tenis
20990,Campos Contreras,19900130,1990,1,30,1,Tenis
20991,Martinez Galvan,19900611,1990,6,11,2,Tenis
20995,Sano,19920525,1992,5,25,2,Tenis
20996,Alikhanbekov,19871204,1987,12,4,4,Tenis
20997,Lytvynenko,19900924,1990,9,24,3,Tenis
20999,Khachatryan,19910305,1991,3,5,1,Tenis
21004,Bokov,19900114,1990,1,14,1,Tenis
21006,Taktakishvili,19910110,1991,1,10,1,Tenis
21007,Artemiev,19890119,1989,1,19,1,Tenis
21008,Fitzgerald,19900106,1990,1,6,1,Tenis
21011,Benaiges Blasco,19920901,1992,9,1,3,Tenis
21014,Hansen,19881226,1988,12,26,4,Tenis
21015,Lupis,19900515,1990,5,15,2,Tenis
21018,Cojocaru,19881102,1988,11,2,4,Tenis
21021,Malko,19901225,1990,12,25,4,Tenis
21024,Suran,19910815,1991,8,15,3,Tenis
21026,Capello,19900420,1990,4,20,2,Tenis
21028,Hatto,19860514,1986,5,14,2,Tenis
21029,Daniluk,19891018,1989,10,18,4,Tenis
21034,Pfeiffer,19890821,1989,8,21,3,Tenis
21036,Giurca,19920328,1992,3,28,1,Tenis
21038,Indre,19901229,1990,12,29,4,Tenis
21040,Dallasta,19930723,1993,7,23,3,Tenis
21041,Klenar,19890111,1989,1,11,1,Tenis
21042,Mendo,19910226,1991,2,26,1,Tenis
21048,Matic,19860929,1986,9,29,3,Tenis
21050,Repansek,19880221,1988,2,21,1,Tenis
21052,Milan,19900114,1990,1,14,1,Tenis
21062,Potapov,19860412,1986,4,12,2,Tenis
21064,Stancati,19890926,1989,9,26,3,Tenis
21066,Nevrela,19891126,1989,11,26,4,Tenis
21069,Gasiorek,19890709,1989,7,9,3,Tenis
21074,Garade,19870404,1987,4,4,2,Tenis
21076,Romero,19880830,1988,8,30,3,Tenis
21082,Nasonov,19910224,1991,2,24,1,Tenis
21088,Kalyuzhny,19901030,1990,10,30,4,Tenis
21095,Visioli,19901019,1990,10,19,4,Tenis
21104,Pinko,19910217,1991,2,17,1,Tenis
21107,Terra,19900315,1990,3,15,1,Tenis
21114,Gurmandi,19901007,1990,10,7,4,Tenis
21118,Gomez,19900601,1990,6,1,2,Tenis
21120,Estenssoro,19910110,1991,1,10,1,Tenis
21125,Montasser,19900212,1990,2,12,1,Tenis
21126,Bassel,19871223,1987,12,23,4,Tenis
21128,Nguyen,19890308,1989,3,8,1,Tenis
21131,Adabi,19930913,1993,9,13,3,Tenis
21138,Bermudez,19911017,1991,10,17,4,Tenis
21141,Martinez,19910307,1991,3,7,1,Tenis
21142,Vargas,19900510,1990,5,10,2,Tenis
21143,Coutinho,19911009,1991,10,9,4,Tenis
21153,Obrien,19891106,1989,11,6,4,Tenis
21155,Wright,19900226,1990,2,26,1,Tenis
21156,Najdanov,19890918,1989,9,18,3,Tenis
21169,Mazziotti,19920318,1992,3,18,1,Tenis
21170,Wenus,19890804,1989,8,4,3,Tenis
21176,Bajrami,19890930,1989,9,30,3,Tenis
21177,Chauhan,19901016,1990,10,16,4,Tenis
21178,Tiwari,19900930,1990,9,30,3,Tenis
21180,Siwach,19890820,1989,8,20,3,Tenis
21183,Fantova Sicre,19910917,1991,9,17,3,Tenis
21185,Alves,19890312,1989,3,12,1,Tenis
21186,Canineo R,19910425,1991,4,25,2,Tenis
21187,Munoz,19920805,1992,8,5,3,Tenis
21199,Divakar,19911207,1991,12,7,4,Tenis
21203,Kibet,19910923,1991,9,23,3,Tenis
21208,Nazal,19920214,1992,2,14,1,Tenis
21209,Bobadilla,19900614,1990,6,14,2,Tenis
21211,Acevedo,19910425,1991,4,25,2,Tenis
21214,Alessandrini,19900502,1990,5,2,2,Tenis
21215,Cressevich,19920608,1992,6,8,2,Tenis
21220,Mishra,19900814,1990,8,14,3,Tenis
21222,Yadav,19900802,1990,8,2,3,Tenis
21229,Alade,19891030,1989,10,30,4,Tenis
21231,Rodriguez,19920502,1992,5,2,2,Tenis
21235,Rehrl,19890314,1989,3,14,1,Tenis
21236,Arguello,19920911,1992,9,11,3,Tenis
21241,Gutierrez,19930425,1993,4,25,2,Tenis
21245,Ribeiro Frattini,19910617,1991,6,17,2,Tenis
21251,Neumann,19900802,1990,8,2,3,Tenis
21255,Sarra,19861207,1986,12,7,4,Tenis
21265,Dolcet,19920426,1992,4,26,2,Tenis
21266,Rodeiro Stetson,19900713,1990,7,13,3,Tenis
21268,Hakak,19910518,1991,5,18,2,Tenis
21269,Alessio,19891125,1989,11,25,4,Tenis
21272,Wingord,19920311,1992,3,11,1,Tenis
21281,Vanis,19910620,1991,6,20,2,Tenis
21282,Tosti Croce,19870718,1987,7,18,3,Tenis
21284,Chikanda,19890803,1989,8,3,3,Tenis
21288,Shiono,19920619,1992,6,19,2,Tenis
21290,Barraquero,19860130,1986,1,30,1,Tenis
