,name_last,dob,year,month,day,trimestre,Deporte
27581,Roca,19930504,1993,5,4,2,Tenis
27582,Mukhamed,19950218,1995,2,18,1,Tenis
27587,Lacour,19900127,1990,1,27,1,Tenis
27590,Lacko,19921120,1992,11,20,4,Tenis
27605,Eltaev,19940312,1994,3,12,1,Tenis
27619,Herrera Alvarez,19870725,1987,7,25,3,Tenis
27620,Saenz,19910419,1991,4,19,2,Tenis
27627,Schmitter,19930307,1993,3,7,1,Tenis
27629,Lemmen,19911117,1991,11,17,4,Tenis
27633,Sanchez Valencia,19951215,1995,12,15,4,Tenis
27643,Casanova,19900831,1990,8,31,3,Tenis
27656,Bougzoul,19940108,1994,1,8,1,Tenis
27659,Kwan,19890304,1989,3,4,1,Tenis
27660,Gervais,19950220,1995,2,20,1,Tenis
27673,Malicbegovic,19920926,1992,9,26,3,Tenis
27676,Pasic,19920124,1992,1,24,1,Tenis
27677,Karlis,19890831,1989,8,31,3,Tenis
27678,Manolis,19951204,1995,12,4,4,Tenis
27679,Tarassis,19920430,1992,4,30,2,Tenis
27682,Rosini,19941213,1994,12,13,4,Tenis
27683,Gonzalez,19921206,1992,12,6,4,Tenis
27686,Valls,19910328,1991,3,28,1,Tenis
27687,Nicolopulos Arcay,19921205,1992,12,5,4,Tenis
27694,Schiel,19920226,1992,2,26,1,Tenis
27695,Kracik,19910109,1991,1,9,1,Tenis
27697,Van De Vyver,19921211,1992,12,11,4,Tenis
27701,Visser,19930116,1993,1,16,1,Tenis
27705,Particelli,19940524,1994,5,24,2,Tenis
27706,Tessier,19940125,1994,1,25,1,Tenis
27707,Stabile,19880821,1988,8,21,3,Tenis
27716,Tousignant,19870216,1987,2,16,1,Tenis
27737,Klein,19980322,1998,3,22,1,Tenis
27746,Valuiskikh,19941202,1994,12,2,4,Tenis
27760,Soldatov,19890304,1989,3,4,1,Tenis
27782,Kvach,19931209,1993,12,9,4,Tenis
27787,Rahman,19950619,1995,6,19,2,Tenis
27791,Somers,19900923,1990,9,23,3,Tenis
27793,Duchemin,19951114,1995,11,14,4,Tenis
27798,Nerushenko,19940922,1994,9,22,3,Tenis
27810,Babic,19931018,1993,10,18,4,Tenis
27811,Bavrlic,19910303,1991,3,3,1,Tenis
27812,Dujmenovic,19880706,1988,7,6,3,Tenis
27826,Dedding,19941221,1994,12,21,4,Tenis
27829,Kogachi,19970129,1997,1,29,1,Tenis
27839,Budos,19900224,1990,2,24,1,Tenis
27840,Zibrat,19900727,1990,7,27,3,Tenis
27854,Nourrissat,19910809,1991,8,9,3,Tenis
27855,Yoon,19881231,1988,12,31,4,Tenis
27857,Bruckner,19900917,1990,9,17,3,Tenis
27864,Kianicka,19941119,1994,11,19,4,Tenis
27875,Hernandez,19921107,1992,11,7,4,Tenis
27877,Monfils,19930301,1993,3,1,1,Tenis
27879,Hoyos,19920612,1992,6,12,2,Tenis
27881,Gianfilippi,19940613,1994,6,13,2,Tenis
27889,Wasem,19921007,1992,10,7,4,Tenis
27890,Long,19950915,1995,9,15,3,Tenis
27894,Ong,19970527,1997,5,27,2,Tenis
27899,Mekouar,19950513,1995,5,13,2,Tenis
27900,Benchekroun,19940731,1994,7,31,3,Tenis
27903,Abounnour,19970824,1997,8,24,3,Tenis
27905,Melhaoui,19970623,1997,6,23,2,Tenis
27908,Fornaciari,19860510,1986,5,10,2,Tenis
27913,Kuljuh,19910918,1991,9,18,3,Tenis
27915,Asmar,19970501,1997,5,1,2,Tenis
27917,Velarde De La Vega,19930407,1993,4,7,2,Tenis
27922,Lin,19971011,1997,10,11,4,Tenis
27925,Cassano,19920801,1992,8,1,3,Tenis
27934,Jung,19940206,1994,2,6,1,Tenis
27936,Sochurek,19951020,1995,10,20,4,Tenis
27938,Charisis,19910715,1991,7,15,3,Tenis
27940,Kapsalis,19860129,1986,1,29,1,Tenis
27945,Kappe,19880714,1988,7,14,3,Tenis
27947,Ferchichi,19950220,1995,2,20,1,Tenis
27950,Kilani,19970101,1997,1,1,1,Tenis
27966,Diaz,19931203,1993,12,3,4,Tenis
27969,Villegas,19920205,1992,2,5,1,Tenis
27970,Adames Cepeda,19940505,1994,5,5,2,Tenis
27971,Nieves,19951217,1995,12,17,4,Tenis
27985,Lamberti,19960628,1996,6,28,2,Tenis
27993,Sweeney,19961118,1996,11,18,4,Tenis
27997,Rascu,19940515,1994,5,15,2,Tenis
28007,Sforza,19880114,1988,1,14,1,Tenis
28008,Chiavistelli,19870910,1987,9,10,3,Tenis
28011,Hurkacz,19970211,1997,2,11,1,Tenis
28013,Zaorski,19940618,1994,6,18,2,Tenis
28018,De Rossi,19970627,1997,6,27,2,Tenis
28021,Rafikov,19961207,1996,12,7,4,Tenis
28022,Borcuti,19971212,1997,12,12,4,Tenis
28023,Dobre,19940521,1994,5,21,2,Tenis
28026,Podgornyy,19950208,1995,2,8,1,Tenis
28043,Loconte,19920519,1992,5,19,2,Tenis
28051,Okrutny,19940101,1994,1,1,1,Tenis
28065,Dorozhkin,19930628,1993,6,28,2,Tenis
28094,Monterroso,19970820,1997,8,20,3,Tenis
28101,Torres,19940926,1994,9,26,3,Tenis
28107,Pushnikov,19910719,1991,7,19,3,Tenis
28111,Watanabe,19940105,1994,1,5,1,Tenis
28506,Reinert,19860224,1986,2,24,1,Tenis
28535,Bellido,19860207,1986,2,7,1,Tenis
28737,Kariya,19860912,1986,9,12,3,Tenis
28815,El Sherbiny,19870404,1987,4,4,2,Tenis
28880,Gasiorek,19880413,1988,4,13,2,Tenis
28884,Fox,19870515,1987,5,15,2,Tenis
28935,Bonchev,19890321,1989,3,21,1,Tenis
28945,Shamuradov,19870510,1987,5,10,2,Tenis
28953,Lopez Carbajo,19871210,1987,12,10,4,Tenis
28985,Rana,19870129,1987,1,29,1,Tenis
28987,Stano,19870917,1987,9,17,3,Tenis
29011,Kokarev,19860609,1986,6,9,2,Tenis
29015,Heidecker,19870702,1987,7,2,3,Tenis
29037,Cosio,19860123,1986,1,23,1,Tenis
29046,Moras,19890128,1989,1,28,1,Tenis
29047,Kambi,19861102,1986,11,2,4,Tenis
29124,Vyrostko,19870515,1987,5,15,2,Tenis
29133,Korycanek,19860228,1986,2,28,1,Tenis
29143,Lomeland,19870303,1987,3,3,1,Tenis
29153,Rizzoli,19890101,1989,1,1,1,Tenis
29192,Teixeira,19870312,1987,3,12,1,Tenis
29197,Ivanchenko,19880801,1988,8,1,3,Tenis
29247,Torok,19880709,1988,7,9,3,Tenis
29253,Ashrafi,19880110,1988,1,10,1,Tenis
29281,Abal Moreno,19860317,1986,3,17,1,Tenis
29307,Santos,19861127,1986,11,27,4,Tenis
29317,Miranda,19880321,1988,3,21,1,Tenis
29337,Machuca,19880828,1988,8,28,3,Tenis
29383,Kranjc,19870708,1987,7,8,3,Tenis
29397,Demko,19880919,1988,9,19,3,Tenis
29406,Arsonov,19860128,1986,1,28,1,Tenis
29423,Lord Andrade,19870827,1987,8,27,3,Tenis
29428,Sanchez,19901205,1990,12,5,4,Tenis
29431,Pachon,19900917,1990,9,17,3,Tenis
29436,Espitia,19900331,1990,3,31,1,Tenis
29456,Susmozas De Miguel,19870310,1987,3,10,1,Tenis
29465,Peischler,19880518,1988,5,18,2,Tenis
29470,Pavlovoskiy,19891002,1989,10,2,4,Tenis
29475,Bonardi,19880529,1988,5,29,2,Tenis
29477,Pavanelli,19870713,1987,7,13,3,Tenis
29479,Salone,19870215,1987,2,15,1,Tenis
29482,Rojmar,19860621,1986,6,21,2,Tenis
29486,Reypolskiy,19880606,1988,6,6,2,Tenis
29499,Bartlett,19880511,1988,5,11,2,Tenis
29519,Biever,19871006,1987,10,6,4,Tenis
29550,Kwasniewicz,19880118,1988,1,18,1,Tenis
29595,Sunil Marwah,19870321,1987,3,21,1,Tenis
29604,Dominik,19871001,1987,10,1,4,Tenis
29605,Hynek,19900115,1990,1,15,1,Tenis
29607,De Florio,19900923,1990,9,23,3,Tenis
29628,Nevrkla,19880512,1988,5,12,2,Tenis
29630,Rehola,19900725,1990,7,25,3,Tenis
29632,Kaspar,19891017,1989,10,17,4,Tenis
29637,Mcloughlin,19860605,1986,6,5,2,Tenis
29640,Wrafter,19880913,1988,9,13,3,Tenis
29643,Charters,19910805,1991,8,5,3,Tenis
29715,Escobar,19910515,1991,5,15,2,Tenis
29719,Bonami,19900528,1990,5,28,2,Tenis
29727,Prylutsky,19910722,1991,7,22,3,Tenis
29729,Karasyov,19860610,1986,6,10,2,Tenis
29741,Ferla,19900110,1990,1,10,1,Tenis
29764,Colomina Gay,19901030,1990,10,30,4,Tenis
29773,Souza,19881001,1988,10,1,4,Tenis
29777,Arrellaga,19891130,1989,11,30,4,Tenis
29780,Munoz,19891112,1989,11,12,4,Tenis
29783,Hopkins,19900410,1990,4,10,2,Tenis
29784,Zotov,19890126,1989,1,26,1,Tenis
29794,Bermudez,19890720,1989,7,20,3,Tenis
29795,Ordonez,19890301,1989,3,1,1,Tenis
29806,Velazquez,19861031,1986,10,31,4,Tenis
29810,Grobel,19890918,1989,9,18,3,Tenis
29816,Araya Roman,19880502,1988,5,2,2,Tenis
29824,Hillier,19880527,1988,5,27,2,Tenis
29834,Ponce,19890808,1989,8,8,3,Tenis
29842,Viesca,19880719,1988,7,19,3,Tenis
29851,Cortes Leiva,19870721,1987,7,21,3,Tenis
29855,Guerin,19890605,1989,6,5,2,Tenis
29858,Alferez Bohorquez,19920603,1992,6,3,2,Tenis
29861,Satral,19891206,1989,12,6,4,Tenis
29863,Agamov,19900424,1990,4,24,2,Tenis
29871,Kidler,19900507,1990,5,7,2,Tenis
29872,Setic,19890210,1989,2,10,1,Tenis
29883,Rams,19900630,1990,6,30,2,Tenis
29897,Poli,19910806,1991,8,6,3,Tenis
29908,Van Der Laar,19870823,1987,8,23,3,Tenis
29909,Kelleher,19900531,1990,5,31,2,Tenis
29919,Cardoso Guzman,19910114,1991,1,14,1,Tenis
29924,Bucheli,19900316,1990,3,16,1,Tenis
29932,Hantke,19891207,1989,12,7,4,Tenis
29937,Jorge,19890123,1989,1,23,1,Tenis
29942,Marcotte,19890503,1989,5,3,2,Tenis
29943,Duval,19880618,1988,6,18,2,Tenis
29944,Raynauld,19870426,1987,4,26,2,Tenis
29958,Grishutkin,19900819,1990,8,19,3,Tenis
29959,Mirzalimov,19900905,1990,9,5,3,Tenis
29969,Lipschitz,19911004,1991,10,4,4,Tenis
29978,Munoz,19900103,1990,1,3,1,Tenis
29989,Andriienko,19900404,1990,4,4,2,Tenis
29991,Nezhivoy,19890906,1989,9,6,3,Tenis
29998,Cristello,19870519,1987,5,19,2,Tenis
30003,Lomberg,19880514,1988,5,14,2,Tenis
30012,Saric,19880829,1988,8,29,3,Tenis
30024,Deridder,19870402,1987,4,2,2,Tenis
30027,Morosanu,19890619,1989,6,19,2,Tenis
30030,Martinicky,19880405,1988,4,5,2,Tenis
30045,Kunimori,19880817,1988,8,17,3,Tenis
30054,Lopes,19890111,1989,1,11,1,Tenis
30069,Dobrydnev,19901129,1990,11,29,4,Tenis
30083,Alonso,19860317,1986,3,17,1,Tenis
30091,Fullmann,19861227,1986,12,27,4,Tenis
30097,Marciniak,19900104,1990,1,4,1,Tenis
30098,Smith,19920801,1992,8,1,3,Tenis
30106,Perez,19900108,1990,1,8,1,Tenis
30107,Melendez,19901031,1990,10,31,4,Tenis
30113,Gonsalvez,19891215,1989,12,15,4,Tenis
30120,Palhavan,19900118,1990,1,18,1,Tenis
30130,Gaidzinski,19920220,1992,2,20,1,Tenis
30135,Beranek,19920924,1992,9,24,3,Tenis
30136,Lasak,19900831,1990,8,31,3,Tenis
30138,Arustamyan,19930630,1993,6,30,2,Tenis
30139,Bezdicek,19900822,1990,8,22,3,Tenis
30140,Dostal,19880222,1988,2,22,1,Tenis
30150,Singh,19920302,1992,3,2,1,Tenis
30151,Garg,19880617,1988,6,17,2,Tenis
30154,Kapoor,19910928,1991,9,28,3,Tenis
30163,Brenning,19890222,1989,2,22,1,Tenis
30166,Geibel,19900404,1990,4,4,2,Tenis
30167,Pamler,19910501,1991,5,1,2,Tenis
30168,Magic,19861215,1986,12,15,4,Tenis
30170,Blasko,19890115,1989,1,15,1,Tenis
30191,Tellez,19910427,1991,4,27,2,Tenis
30198,Sklyr,19910106,1991,1,6,1,Tenis
30200,Adiv,19900711,1990,7,11,3,Tenis
30223,Kalinin,19900411,1990,4,11,2,Tenis
30224,Chekhov,19920915,1992,9,15,3,Tenis
30234,Melo,19910630,1991,6,30,2,Tenis
30242,Uzakov,19920506,1992,5,6,2,Tenis
30243,Pulatov,19900620,1990,6,20,2,Tenis
30244,Zhdanov,19880310,1988,3,10,1,Tenis
30247,Maltez,19900920,1990,9,20,3,Tenis
30257,Fioriti,19910408,1991,4,8,2,Tenis
30259,Blanc,19871127,1987,11,27,4,Tenis
30267,Trautmann,19920320,1992,3,20,1,Tenis
30274,De Graaf,19870330,1987,3,30,1,Tenis
30278,Peelen,19870421,1987,4,21,2,Tenis
30286,Derepa,19890112,1989,1,12,1,Tenis
30287,Lagutin,19920924,1992,9,24,3,Tenis
30294,Basa,19900103,1990,1,3,1,Tenis
30304,Reyes,19920729,1992,7,29,3,Tenis
30307,Korelc,19900319,1990,3,19,1,Tenis
30308,Grazi,19881126,1988,11,26,4,Tenis
30310,Kraljic,19890314,1989,3,14,1,Tenis
30315,Brateanu,19920713,1992,7,13,3,Tenis
30325,Scarzolo,19900406,1990,4,6,2,Tenis
30328,Ramirez,19910112,1991,1,12,1,Tenis
30331,Hwang,19910115,1991,1,15,1,Tenis
30334,Moreno,19910917,1991,9,17,3,Tenis
30341,Tomic,19890803,1989,8,3,3,Tenis
30350,Vargas,19880423,1988,4,23,2,Tenis
30356,Morales,19890515,1989,5,15,2,Tenis
30360,Cavero,19890418,1989,4,18,2,Tenis
30377,Tamiozzo,19930118,1993,1,18,1,Tenis
30380,Encinas Yanez,19881228,1988,12,28,4,Tenis
30381,Nino,19890705,1989,7,5,3,Tenis
30389,Nosovic,19890313,1989,3,13,1,Tenis
30394,Scholtz,19900509,1990,5,9,2,Tenis
30413,Duque,19940607,1994,6,7,2,Tenis
30432,Kozelsky,19910128,1991,1,28,1,Tenis
30434,Smolak,19920209,1992,2,9,1,Tenis
30447,Samija,19910804,1991,8,4,3,Tenis
30456,Gilbert,19921029,1992,10,29,4,Tenis
30458,Luna Diaz,19930420,1993,4,20,2,Tenis
30465,Iglesias,19861214,1986,12,14,4,Tenis
30473,Carvalho,19900720,1990,7,20,3,Tenis
30480,Rohovets,19920612,1992,6,12,2,Tenis
30492,Tarasov,19901001,1990,10,1,4,Tenis
30494,Corchado Miralles,19920816,1992,8,16,3,Tenis
30512,Lazarcik,19910305,1991,3,5,1,Tenis
30513,Prado,19920430,1992,4,30,2,Tenis
30514,Calderon,19920211,1992,2,11,1,Tenis
30516,Formento,19930210,1993,2,10,1,Tenis
30517,Aguila,19930308,1993,3,8,1,Tenis
30525,Sola,19930401,1993,4,1,2,Tenis
30526,Morales Boemeke,19860811,1986,8,11,3,Tenis
30529,Shin,19940711,1994,7,11,3,Tenis
30530,Jeong,19950715,1995,7,15,3,Tenis
30533,Eelkman Rooda,19900221,1990,2,21,1,Tenis
30550,Villalta Cuba,19911212,1991,12,12,4,Tenis
30555,Ramirez,19860619,1986,6,19,2,Tenis
31844,Boehler,19960221,1996,2,21,1,Tenis
31846,Feucht,19950627,1995,6,27,2,Tenis
31847,Kaleta,19910529,1991,5,29,2,Tenis
31850,Novotny,19940407,1994,4,7,2,Tenis
31853,Eisenzapf,19951006,1995,10,6,4,Tenis
31854,Iserath,19921102,1992,11,2,4,Tenis
31856,Pashayan,19960917,1996,9,17,3,Tenis
31857,Tesanovic,19920825,1992,8,25,3,Tenis
31858,Bouwmans,19930706,1993,7,6,3,Tenis
31867,Mocan,19940322,1994,3,22,1,Tenis
31870,Antoljak,19961111,1996,11,11,4,Tenis
31876,Popovic,19960509,1996,5,9,2,Tenis
31877,Jablanovic,19970728,1997,7,28,3,Tenis
31878,Saletovic,19941207,1994,12,7,4,Tenis
31886,Servien,19940118,1994,1,18,1,Tenis
31887,Bouquet,19970805,1997,8,5,3,Tenis
31889,Joncour,19970127,1997,1,27,1,Tenis
31893,Lesoeur,19960420,1996,4,20,2,Tenis
31899,Briffoz,19911104,1991,11,4,4,Tenis
31900,Roig Balaguer,19960807,1996,8,7,3,Tenis
31903,Asgarian,19940409,1994,4,9,2,Tenis
31906,Tringali,19950607,1995,6,7,2,Tenis
31909,Rifi,19941001,1994,10,1,4,Tenis
31917,Plewinski,19930324,1993,3,24,1,Tenis
31924,Krone,19940625,1994,6,25,2,Tenis
31929,Levy,19880630,1988,6,30,2,Tenis
31933,Kuprin,19960202,1996,2,2,1,Tenis
31940,Kurkulin,19931012,1993,10,12,4,Tenis
31946,Ladygin,19960313,1996,3,13,1,Tenis
31947,Popko,19890108,1989,1,8,1,Tenis
31949,Shumskyi,19940219,1994,2,19,1,Tenis
31952,Smirnov,19970515,1997,5,15,2,Tenis
31955,Oliynyk,19930314,1993,3,14,1,Tenis
31957,Kushnarev,19950214,1995,2,14,1,Tenis
31958,Sergiienko,19940503,1994,5,3,2,Tenis
31961,Akhmadeev,19940315,1994,3,15,1,Tenis
31965,Panchenko,19950401,1995,4,1,2,Tenis
31969,Slautinskyy,19960330,1996,3,30,1,Tenis
31971,Shyanovskyy,19861020,1986,10,20,4,Tenis
31973,Mathieu Poulin,19870618,1987,6,18,2,Tenis
31984,Bernal,19941129,1994,11,29,4,Tenis
31987,Yu,19950419,1995,4,19,2,Tenis
31990,Mago,19930416,1993,4,16,2,Tenis
31991,Hayasaka,19890306,1989,3,6,1,Tenis
31996,Sarkisov,19970113,1997,1,13,1,Tenis
32001,Parlic,19921126,1992,11,26,4,Tenis
32017,Major,19960302,1996,3,2,1,Tenis
32021,Bautil,19970107,1997,1,7,1,Tenis
32024,Turnquest,19940403,1994,4,3,2,Tenis
32033,Schinteie,19980717,1998,7,17,3,Tenis
32034,Oparison,19951028,1995,10,28,4,Tenis
32039,Pezzoli,19940825,1994,8,25,3,Tenis
32042,Corrales,19951024,1995,10,24,4,Tenis
32046,Corrales,19940907,1994,9,7,3,Tenis
32049,Tereshchenko,19940729,1994,7,29,3,Tenis
32051,Mironchikov,19890822,1989,8,22,3,Tenis
32061,Borodatov,19900904,1990,9,4,3,Tenis
32062,Ugalde,19930526,1993,5,26,2,Tenis
32091,Sutherland,19861212,1986,12,12,4,Tenis
32092,Giakoumakis,19950511,1995,5,11,2,Tenis
32093,La Ginestra,19920519,1992,5,19,2,Tenis
32101,Addison,19951112,1995,11,12,4,Tenis
32103,Ma,19950909,1995,9,9,3,Tenis
32104,Street,19940821,1994,8,21,3,Tenis
32105,Jovanovic,19930412,1993,4,12,2,Tenis
32107,Mackenzie,19911230,1991,12,30,4,Tenis
32119,Smart,19930212,1993,2,12,1,Tenis
32120,Dawson,19960927,1996,9,27,3,Tenis
32126,Bilek,19930505,1993,5,5,2,Tenis
32128,Wenninger,19930607,1993,6,7,2,Tenis
32129,Heijman,19910221,1991,2,21,1,Tenis
32131,Grieco,19951012,1995,10,12,4,Tenis
32132,Raubinger,19970906,1997,9,6,3,Tenis
32137,Gutierrez Reyes,19960729,1996,7,29,3,Tenis
32139,Espinosa De Los Monteros Castaneda,19951120,1995,11,20,4,Tenis
32146,Quintana Llamas,19940530,1994,5,30,2,Tenis
32150,Atri,19950526,1995,5,26,2,Tenis
32152,Duenas Munoz,19901026,1990,10,26,4,Tenis
32154,Razo Torres,19941209,1994,12,9,4,Tenis
32155,Garcia Hernandez,19940415,1994,4,15,2,Tenis
32156,Carranza Novoa,19960527,1996,5,27,2,Tenis
32157,Priego Carrilo,19951127,1995,11,27,4,Tenis
32161,Velez,19930311,1993,3,11,1,Tenis
32164,Sanchez,19971217,1997,12,17,4,Tenis
32167,Martinez Jimenez,19981117,1998,11,17,4,Tenis
32169,Guerrero Gonzalez,19930301,1993,3,1,1,Tenis
32170,Ortega,19950721,1995,7,21,3,Tenis
32171,Velez Solis,19931119,1993,11,19,4,Tenis
32179,Gulyevskyy,19960104,1996,1,4,1,Tenis
32181,Khomentovskiy,19940825,1994,8,25,3,Tenis
32193,Rogan,19960727,1996,7,27,3,Tenis
32194,Ramon Ensenyat,19951020,1995,10,20,4,Tenis
32196,Duba,19910225,1991,2,25,1,Tenis
32202,Rojas,19920914,1992,9,14,3,Tenis
32207,Perez Castillo,19960329,1996,3,29,1,Tenis
32209,Orenes Moreno,19970503,1997,5,3,2,Tenis
32211,Frutos Calatayud,19940523,1994,5,23,2,Tenis
32215,Verdu,19970304,1997,3,4,1,Tenis
32218,Manoah,19961129,1996,11,29,4,Tenis
32232,Cajzek,19950606,1995,6,6,2,Tenis
32235,Pehnec,19960116,1996,1,16,1,Tenis
32237,Becht,19911209,1991,12,9,4,Tenis
32241,Parini,19950807,1995,8,7,3,Tenis
32246,Sonato,19950215,1995,2,15,1,Tenis
32256,Sitar,19950527,1995,5,27,2,Tenis
32260,Sonego,19950511,1995,5,11,2,Tenis
32261,Dernic,19950728,1995,7,28,3,Tenis
32262,Lemic,19930914,1993,9,14,3,Tenis
32264,Glavina,19940417,1994,4,17,2,Tenis
32265,Guichoud,19960727,1996,7,27,3,Tenis
32266,Fink,19950430,1995,4,30,2,Tenis
32270,Vladusic,19950130,1995,1,30,1,Tenis
32271,Mayr,19980828,1998,8,28,3,Tenis
32274,Rossi,19930524,1993,5,24,2,Tenis
32275,Akramov,19940828,1994,8,28,3,Tenis
32277,Isaev,19920119,1992,1,19,1,Tenis
32281,Feise,19930222,1993,2,22,1,Tenis
32284,Semedo,19960423,1996,4,23,2,Tenis
32286,Ribeiro,19940827,1994,8,27,3,Tenis
32287,Cacao,19980228,1998,2,28,1,Tenis
32291,Dafflon,19910408,1991,4,8,2,Tenis
32296,Sousa Coutinho,19880923,1988,9,23,3,Tenis
32302,Ruppli,19950222,1995,2,22,1,Tenis
32305,Elishakashvili,19940319,1994,3,19,1,Tenis
32306,Carkovs,19941102,1994,11,2,4,Tenis
32307,Raickovic,19940901,1994,9,1,3,Tenis
32311,Dris Ahmed,19911016,1991,10,16,4,Tenis
32312,Preuss,19920105,1992,1,5,1,Tenis
32314,Grover,19940509,1994,5,9,2,Tenis
32327,Kukharenko,19960925,1996,9,25,3,Tenis
32328,Chepik,19960506,1996,5,6,2,Tenis
32329,Zubarev,19930611,1993,6,11,2,Tenis
32333,Backlund,19940105,1994,1,5,1,Tenis
32338,Cortegiani,19960116,1996,1,16,1,Tenis
32339,Ebinal,19961129,1996,11,29,4,Tenis
32342,Kierkus,19940619,1994,6,19,2,Tenis
32344,Setti,19950605,1995,6,5,2,Tenis
32346,Frljanic,19960112,1996,1,12,1,Tenis
32351,Flores,19950331,1995,3,31,1,Tenis
32365,Gnilozubov,19971129,1997,11,29,4,Tenis
32379,Kozakai,19920429,1992,4,29,2,Tenis
32380,Hosoya,19920218,1992,2,18,1,Tenis
32389,Butrim,19950729,1995,7,29,3,Tenis
32390,Akzharkenov,19970520,1997,5,20,2,Tenis
32391,Yarkov,19951129,1995,11,29,4,Tenis
32428,Samii,19860905,1986,9,5,3,Tenis
32453,Tete,19920729,1992,7,29,3,Tenis
32461,Lessard,19970221,1997,2,21,1,Tenis
32462,Carey,19961209,1996,12,9,4,Tenis
32470,Espinel,19930605,1993,6,5,2,Tenis
32472,Hua,19960306,1996,3,6,1,Tenis
32476,Campus,19940102,1994,1,2,1,Tenis
32487,Trueba,19941123,1994,11,23,4,Tenis
32493,Azucey,19961106,1996,11,6,4,Tenis
32495,Chetty,19950226,1995,2,26,1,Tenis
32512,Bushamuka,19960124,1996,1,24,1,Tenis
32513,Gushterov,19971209,1997,12,9,4,Tenis
32515,Hernandez,19960112,1996,1,12,1,Tenis
32524,Uliana,19940201,1994,2,1,1,Tenis
32533,Mendes,19951016,1995,10,16,4,Tenis
32535,Kandt,19940920,1994,9,20,3,Tenis
32543,Baskov,19941219,1994,12,19,4,Tenis
32544,Cottet,19930420,1993,4,20,2,Tenis
32551,Leuch,19970511,1997,5,11,2,Tenis
32552,Baltensperger,19971218,1997,12,18,4,Tenis
32553,Vannutelli,19920328,1992,3,28,1,Tenis
32558,Dorio,19891204,1989,12,4,4,Tenis
32559,Reed Thomas,19950104,1995,1,4,1,Tenis
32560,Barlocchi,19870126,1987,1,26,1,Tenis
32561,Reitano,19970721,1997,7,21,3,Tenis
32562,Alvarado,19940718,1994,7,18,3,Tenis
32568,Huber,19920915,1992,9,15,3,Tenis
32573,Machado Garcia,19930810,1993,8,10,3,Tenis
32574,Rolle,19880928,1988,9,28,3,Tenis
32584,Torrellas,19940104,1994,1,4,1,Tenis
32624,Cheung,19910410,1991,4,10,2,Tenis
32638,Hove,19900928,1990,9,28,3,Tenis
32646,Maddocks,19950619,1995,6,19,2,Tenis
32650,Trkulja,19940416,1994,4,16,2,Tenis
32662,Guimaraes,19970407,1997,4,7,2,Tenis
32663,Borges,19970219,1997,2,19,1,Tenis
32669,Erturk,19990102,1999,1,2,1,Tenis
32672,Humianiuk,19950806,1995,8,6,3,Tenis
32675,Skattum,19940207,1994,2,7,1,Tenis
32676,Johnsson,19940429,1994,4,29,2,Tenis
32685,Prokopchuk,19961204,1996,12,4,4,Tenis
32688,Lakelak,19970322,1997,3,22,1,Tenis
32699,Savitchii,19950525,1995,5,25,2,Tenis
32701,Ravier,19950611,1995,6,11,2,Tenis
32716,Mardones,19951219,1995,12,19,4,Tenis
32721,Barroso Campos,19960604,1996,6,4,2,Tenis
32732,Nakamichi,19970806,1997,8,6,3,Tenis
32735,Llopart,19960817,1996,8,17,3,Tenis
32736,Cano Gutierrez,19950615,1995,6,15,2,Tenis
32742,Becke,19940626,1994,6,26,2,Tenis
32751,Nematzadeh,19960711,1996,7,11,3,Tenis
32760,Casco Rodriguez,19940430,1994,4,30,2,Tenis
32767,Vaquero Fernandez,19970401,1997,4,1,2,Tenis
32768,Guell Bartrina,19980906,1998,9,6,3,Tenis
32774,Perez Esteve,19940720,1994,7,20,3,Tenis
32776,Gonzalez Rodriguez,19970413,1997,4,13,2,Tenis
32786,Abdulnabi,19890212,1989,2,12,1,Tenis
32788,Alsayyah,19940606,1994,6,6,2,Tenis
32798,Zatonenko,19911015,1991,10,15,4,Tenis
32803,Zakharenko,19890707,1989,7,7,3,Tenis
32805,Kholmov,19901202,1990,12,2,4,Tenis
32809,Drzyzga,19910620,1991,6,20,2,Tenis
32810,Dmochowski,19950220,1995,2,20,1,Tenis
32813,Callegari,19960203,1996,2,3,1,Tenis
32815,Stucker,19930904,1993,9,4,3,Tenis
32818,Cavestro,19970111,1997,1,11,1,Tenis
32819,Ocleppo,19970801,1997,8,1,3,Tenis
32837,Espositos,19880915,1988,9,15,3,Tenis
32839,Haanappel,19961007,1996,10,7,4,Tenis
32844,Jeon,19940218,1994,2,18,1,Tenis
32850,Lim,19950520,1995,5,20,2,Tenis
32854,Ahn,19960508,1996,5,8,2,Tenis
32867,Shin,19950508,1995,5,8,2,Tenis
32868,Kim,19950326,1995,3,26,1,Tenis
32873,Lim,19981013,1998,10,13,4,Tenis
32906,Quevedo Gonzalez,19930505,1993,5,5,2,Tenis
32909,Luna Lavidalie,19971005,1997,10,5,4,Tenis
32914,Telles Schmidt,19970723,1997,7,23,3,Tenis
32916,Cabrales,19970811,1997,8,11,3,Tenis
32917,Molina,19970316,1997,3,16,1,Tenis
32918,Lagman,19950423,1995,4,23,2,Tenis
32924,Boewer Stelter,19940616,1994,6,16,2,Tenis
32925,Rikl,19960312,1996,3,12,1,Tenis
32932,Laga,19950116,1995,1,16,1,Tenis
32933,Nikogosyan,19941210,1994,12,10,4,Tenis
32934,Dus,19960220,1996,2,20,1,Tenis
